timestamp,line,machine,units_produced,downtime_minutes,defects
08:00,A,Cutter-1,116,0,0
08:00,A,Cutter-2,0,0,0
08:00,B,Welder-1,105,0,0
08:00,B,Welder-2,118,0,1
08:00,C,Press-1,131,0,1
08:00,C,Press-2,130,0,0
08:15,A,Cutter-1,120,0,0
08:15,A,Cutter-2,0,10,0
08:15,B,Welder-1,107,0,0
08:15,B,Welder-2,116,0,0
08:15,C,Press-1,140,0,0
08:15,C,Press-2,123,0,0
08:30,A,Cutter-1,128,0,0
08:30,A,Cutter-2,0,0,0
08:30,B,Welder-1,100,0,1
08:30,B,Welder-2,108,2,0
08:30,C,Press-1,139,0,0
08:30,C,Press-2,130,0,1
08:45,A,Cutter-1,119,0,0
08:45,A,Cutter-2,0,0,0
08:45,B,Welder-1,108,0,0
08:45,B,Welder-2,121,0,0
08:45,C,Press-1,134,0,0
08:45,C,Press-2,133,0,0
09:00,A,Cutter-1,124,0,0
09:00,A,Cutter-2,0,0,0
09:00,B,Welder-1,97,0,1
09:00,B,Welder-2,107,0,0
09:00,C,Press-1,137,0,0
09:00,C,Press-2,120,0,0
09:15,A,Cutter-1,121,0,0
09:15,A,Cutter-2,0,5,0
09:15,B,Welder-1,107,0,0
09:15,B,Welder-2,105,0,0
09:15,C,Press-1,138,0,0
09:15,C,Press-2,128,0,0
09:30,A,Cutter-1,113,0,0
09:30,A,Cutter-2,0,5,0
09:30,B,Welder-1,113,0,0
09:30,B,Welder-2,120,0,0
09:30,C,Press-1,126,2,1
09:30,C,Press-2,135,0,2
09:45,A,Cutter-1,121,0,0
09:45,A,Cutter-2,0,0,0
09:45,B,Welder-1,104,0,0
09:45,B,Welder-2,112,0,0
09:45,C,Press-1,140,0,0
09:45,C,Press-2,134,2,0
10:00,A,Cutter-1,117,0,0
10:00,A,Cutter-2,0,10,0
10:00,B,Welder-1,110,0,0
10:00,B,Welder-2,112,0,1
10:00,C,Press-1,129,0,0
10:00,C,Press-2,133,0,0
10:15,A,Cutter-1,116,0,0
10:15,A,Cutter-2,0,5,0
10:15,B,Welder-1,109,0,0
10:15,B,Welder-2,120,0,0
10:15,C,Press-1,127,0,0
10:15,C,Press-2,129,1,0
10:30,A,Cutter-1,112,0,0
10:30,A,Cutter-2,0,5,0
10:30,B,Welder-1,101,0,0
10:30,B,Welder-2,104,0,0
10:30,C,Press-1,133,0,0
10:30,C,Press-2,134,0,0
10:45,A,Cutter-1,130,0,0
10:45,A,Cutter-2,0,0,0
10:45,B,Welder-1,107,0,0
10:45,B,Welder-2,122,0,0
10:45,C,Press-1,128,0,0
10:45,C,Press-2,133,3,0
11:00,A,Cutter-1,125,1,0
11:00,A,Cutter-2,0,0,0
11:00,B,Welder-1,115,2,0
11:00,B,Welder-2,115,0,0
11:00,C,Press-1,128,0,0
11:00,C,Press-2,121,0,0
11:15,A,Cutter-1,127,2,1
11:15,A,Cutter-2,0,0,0
11:15,B,Welder-1,104,0,0
11:15,B,Welder-2,120,0,0
11:15,C,Press-1,122,0,0
11:15,C,Press-2,138,0,0
11:30,A,Cutter-1,113,0,0
11:30,A,Cutter-2,0,0,0
11:30,B,Welder-1,112,0,0
11:30,B,Welder-2,113,0,0
11:30,C,Press-1,128,3,0
11:30,C,Press-2,124,0,0
11:45,A,Cutter-1,112,0,0
11:45,A,Cutter-2,0,5,0
11:45,B,Welder-1,103,3,0
11:45,B,Welder-2,110,0,0
11:45,C,Press-1,123,0,0
11:45,C,Press-2,126,1,0
12:00,A,Cutter-1,129,0,0
12:00,A,Cutter-2,0,10,0
12:00,B,Welder-1,113,0,0
12:00,B,Welder-2,114,0,0
12:00,C,Press-1,132,0,1
12:00,C,Press-2,136,0,0
12:15,A,Cutter-1,122,3,0
12:15,A,Cutter-2,0,0,0
12:15,B,Welder-1,103,0,0
12:15,B,Welder-2,122,0,0
12:15,C,Press-1,136,0,1
12:15,C,Press-2,134,0,0
12:30,A,Cutter-1,124,0,0
12:30,A,Cutter-2,0,10,0
12:30,B,Welder-1,99,0,0
12:30,B,Welder-2,119,3,0
12:30,C,Press-1,128,0,0
12:30,C,Press-2,127,0,0
12:45,A,Cutter-1,126,0,0
12:45,A,Cutter-2,0,0,0
12:45,B,Welder-1,115,0,2
12:45,B,Welder-2,116,0,0
12:45,C,Press-1,138,0,0
12:45,C,Press-2,129,0,0
13:00,A,Cutter-1,130,1,0
13:00,A,Cutter-2,0,0,0
13:00,B,Welder-1,114,0,0
13:00,B,Welder-2,117,0,0
13:00,C,Press-1,132,0,0
13:00,C,Press-2,123,0,0
13:15,A,Cutter-1,128,0,0
13:15,A,Cutter-2,0,5,0
13:15,B,Welder-1,101,0,0
13:15,B,Welder-2,110,0,0
13:15,C,Press-1,133,0,1
13:15,C,Press-2,128,0,1
13:30,A,Cutter-1,121,0,0
13:30,A,Cutter-2,0,0,0
13:30,B,Welder-1,108,0,0
13:30,B,Welder-2,112,0,0
13:30,C,Press-1,122,0,0
13:30,C,Press-2,130,0,0
13:45,A,Cutter-1,126,0,0
13:45,A,Cutter-2,0,10,0
13:45,B,Welder-1,105,0,0
13:45,B,Welder-2,112,0,0
13:45,C,Press-1,134,0,0
13:45,C,Press-2,128,0,2
14:00,A,Cutter-1,130,0,0
14:00,A,Cutter-2,0,0,0
14:00,B,Welder-1,112,0,0
14:00,B,Welder-2,117,1,0
14:00,C,Press-1,130,0,0
14:00,C,Press-2,121,0,1
14:15,A,Cutter-1,125,2,0
14:15,A,Cutter-2,0,0,0
14:15,B,Welder-1,115,3,0
14:15,B,Welder-2,121,0,0
14:15,C,Press-1,132,0,0
14:15,C,Press-2,125,3,0
14:30,A,Cutter-1,115,0,0
14:30,A,Cutter-2,0,0,0
14:30,B,Welder-1,106,0,1
14:30,B,Welder-2,117,0,0
14:30,C,Press-1,122,0,0
14:30,C,Press-2,128,0,0
14:45,A,Cutter-1,121,0,0
14:45,A,Cutter-2,0,5,0
14:45,B,Welder-1,111,0,0
14:45,B,Welder-2,108,0,1
14:45,C,Press-1,136,0,0
14:45,C,Press-2,123,0,0
15:00,A,Cutter-1,122,0,0
15:00,A,Cutter-2,0,0,0
15:00,B,Welder-1,102,0,0
15:00,B,Welder-2,104,0,0
15:00,C,Press-1,123,0,0
15:00,C,Press-2,120,0,0
15:15,A,Cutter-1,117,0,0
15:15,A,Cutter-2,0,5,0
15:15,B,Welder-1,98,0,0
15:15,B,Welder-2,112,0,0
15:15,C,Press-1,133,0,0
15:15,C,Press-2,122,0,0
15:30,A,Cutter-1,129,3,0
15:30,A,Cutter-2,0,5,0
15:30,B,Welder-1,108,0,0
15:30,B,Welder-2,107,0,0
15:30,C,Press-1,127,0,0
15:30,C,Press-2,121,0,0
15:45,A,Cutter-1,117,0,0
15:45,A,Cutter-2,0,10,0
15:45,B,Welder-1,114,0,0
15:45,B,Welder-2,120,0,0
15:45,C,Press-1,134,0,0
15:45,C,Press-2,138,0,0
16:00,A,Cutter-1,121,0,0
16:00,A,Cutter-2,0,5,0
16:00,B,Welder-1,111,0,0
16:00,B,Welder-2,121,0,0
16:00,C,Press-1,129,0,0
16:00,C,Press-2,135,0,0
